ccyy,tot_inc,tot_L,tot_K,tot_S,tot_IR,tot_intdiv,tot_rent,b50_L,b50_K,b50_S,b50_IR,b50_intdiv,b50_rent,m40_L,m40_K,m40_S,m40_IR,m40_intdiv,m40_rent,t10_L,t10_K,t10_S,t10_IR,t10_intdiv,t10_rent,t1_L,t1_K,t1_S,t1_IR,t1_intdiv,t1_rent,totw,mean_toti,waven
de81,3.925e+11,3.865e+11,6.038e+09,5.191e+10,0,0,0,5.264e+10,2.494e+09,3.681e+09,0,0,0,2.302e+11,1.337e+09,2.062e+10,0,0,0,1.036e+11,2.207e+09,2.762e+10,0,0,0,2.040e+10,5.551e+08,1.285e+10,0,0,0,23135230,16965.242,1
de83,4.973e+11,4.318e+11,6.551e+10,5.314e+10,0,0,0,4.063e+10,1.894e+10,3.334e+09,0,0,0,2.658e+11,2.877e+10,2.027e+10,0,0,0,1.254e+11,1.780e+10,2.954e+10,0,0,0,2.542e+10,4.685e+09,1.446e+10,0,0,0,26255142,18939.935,2
de84,4.763e+11,4.611e+11,1.517e+10,5.059e+10,1.484e+10,9.149e+09,6.022e+09,4.923e+10,5.501e+08,4.011e+09,7.227e+09,2.995e+09,-2.444e+09,2.764e+11,6.026e+09,1.814e+10,5.831e+09,3.494e+09,2.532e+09,1.355e+11,8.595e+09,2.844e+10,1.781e+09,2.661e+09,5.935e+09,2.880e+10,3.401e+09,1.410e+10,3.221e+08,8.488e+08,2.553e+09,26555558,17935.97,2
de87,5.491e+11,5.292e+11,1.992e+10,5.626e+10,1.788e+10,1.154e+10,8.383e+09,5.511e+10,4.037e+09,4.244e+09,8.974e+09,4.365e+09,-3.281e+08,3.223e+11,6.300e+09,2.328e+10,6.640e+09,3.852e+09,2.447e+09,1.517e+11,9.587e+09,2.873e+10,2.269e+09,3.324e+09,6.264e+09,2.985e+10,3.946e+09,1.399e+10,5.086e+08,1.079e+09,2.868e+09,27720998,19807.473,2
de89,6.372e+11,6.121e+11,2.514e+10,6.641e+10,2.022e+10,1.278e+10,1.236e+10,6.680e+10,5.094e+09,5.359e+09,9.971e+09,4.624e+09,4.705e+08,3.644e+11,8.233e+09,2.615e+10,7.714e+09,5.108e+09,3.124e+09,1.809e+11,1.181e+10,3.490e+10,2.533e+09,3.048e+09,8.765e+09,4.249e+10,5.236e+09,1.754e+10,3.406e+08,9.465e+08,4.289e+09,28623306,22262.73,3
de91,8.082e+11,7.772e+11,3.106e+10,6.925e+10,2.576e+10,1.965e+10,1.140e+10,8.513e+10,6.021e+09,5.896e+09,1.232e+10,6.453e+09,-4.327e+08,4.652e+11,1.181e+10,3.097e+10,9.582e+09,7.204e+09,4.603e+09,2.268e+11,1.323e+10,3.238e+10,3.861e+09,5.995e+09,7.233e+09,4.072e+10,6.756e+09,9.188e+09,9.102e+08,2.674e+09,4.082e+09,36215864,22317.035,3
de94,9.300e+11,8.849e+11,4.513e+10,7.465e+10,3.862e+10,2.851e+10,1.662e+10,8.373e+10,1.235e+10,7.245e+09,2.007e+10,9.552e+09,2.802e+09,5.398e+11,1.447e+10,3.018e+10,1.384e+10,9.645e+09,4.828e+09,2.613e+11,1.831e+10,3.723e+10,4.706e+09,9.312e+09,8.994e+09,4.862e+10,9.136e+09,1.233e+10,8.398e+08,4.228e+09,4.908e+09,37583460,24744.993,4
de95,9.776e+11,9.324e+11,4.521e+10,8.488e+10,4.176e+10,2.991e+10,1.530e+10,9.149e+10,8.276e+09,7.410e+09,2.093e+10,9.476e+09,-1.200e+09,5.632e+11,1.649e+10,3.447e+10,1.648e+10,1.075e+10,5.737e+09,2.777e+11,2.044e+10,4.300e+10,4.353e+09,9.686e+09,1.076e+10,5.020e+10,1.131e+10,1.781e+10,9.027e+08,5.344e+09,5.968e+09,37993516,25730.515,4
de98,1.043e+12,9.910e+11,5.193e+10,1.005e+11,5.258e+10,2.889e+10,2.305e+10,9.297e+10,1.098e+10,8.243e+09,2.604e+10,9.932e+09,1.044e+09,6.040e+11,1.841e+10,5.065e+10,1.896e+10,9.934e+09,8.478e+09,2.941e+11,2.254e+10,4.157e+10,7.588e+09,9.020e+09,1.352e+10,5.296e+10,1.218e+10,1.427e+10,1.377e+09,4.997e+09,7.181e+09,38405608,27156.896,5
dk00,6.854e+11,6.585e+11,2.689e+10,4.073e+10,5.140e+10,2.272e+10,8.374e+08,6.234e+10,7.908e+09,1.643e+09,1.437e+10,7.387e+09,1.650e+08,4.079e+11,6.060e+09,1.986e+10,2.547e+10,5.011e+09,3.797e+08,1.883e+11,1.292e+10,1.923e+10,1.156e+10,1.032e+10,2.928e+08,3.403e+10,8.307e+09,7.205e+09,1.984e+09,6.717e+09,50768988,2496588.8,274524.67,5
dk04,7.600e+11,7.338e+11,2.617e+10,4.393e+10,6.418e+10,2.185e+10,9.445e+08,6.438e+10,7.467e+09,1.050e+09,1.846e+10,6.891e+09,1.825e+08,4.536e+11,6.342e+09,2.150e+10,3.070e+10,4.976e+09,4.270e+08,2.159e+11,1.236e+10,2.138e+10,1.502e+10,9.984e+09,3.350e+08,4.144e+10,7.404e+09,9.600e+09,2.565e+09,6.108e+09,66219712,2547121.3,298373.6,6
dk07,8.969e+11,8.481e+11,4.881e+10,5.203e+10,1.101e+11,4.693e+10,1.884e+09,8.166e+10,1.043e+10,-8.304e+08,3.146e+10,1.011e+10,3.230e+08,5.190e+11,1.076e+10,2.362e+10,5.145e+10,9.915e+09,8.430e+08,2.474e+11,2.762e+10,2.924e+10,2.719e+10,2.690e+10,7.180e+08,4.804e+10,1.916e+10,1.337e+10,5.199e+09,1.902e+10,1.488e+08,2584718.5,346990.01,7
dk10,9.298e+11,8.926e+11,3.723e+10,4.901e+10,9.279e+10,3.595e+10,1.272e+09,6.240e+10,8.232e+09,-2.826e+09,2.808e+10,8.005e+09,2.278e+08,5.452e+11,7.414e+09,2.200e+10,4.245e+10,6.854e+09,5.600e+08,2.850e+11,2.158e+10,2.984e+10,2.226e+10,2.109e+10,4.846e+08,6.407e+10,1.542e+10,1.524e+10,4.300e+09,1.533e+10,97978432,2627269,353906.08,8
dk13,9.673e+11,9.301e+11,3.726e+10,5.397e+10,9.241e+10,3.603e+10,1.235e+09,6.158e+10,7.814e+09,1.179e+09,2.779e+10,7.566e+09,2.474e+08,5.700e+11,7.936e+09,2.368e+10,4.161e+10,7.455e+09,4.811e+08,2.985e+11,2.151e+10,2.911e+10,2.301e+10,2.100e+10,5.060e+08,6.255e+10,1.421e+10,1.316e+10,4.530e+09,1.401e+10,2.024e+08,2649400,365115.64,9
dk87,4.275e+11,4.064e+11,2.109e+10,2.280e+10,1.439e+10,0,0,4.082e+10,8.419e+09,-7.406e+08,2.787e+09,0,0,2.512e+11,6.391e+09,1.105e+10,7.684e+09,0,0,1.144e+11,6.277e+09,1.249e+10,3.921e+09,0,0,2.022e+10,3.708e+09,6.335e+09,6.190e+08,0,0,2493773.8,171433.46,2
dk92,4.960e+11,4.717e+11,2.427e+10,2.710e+10,1.395e+10,0,0,3.545e+10,9.852e+09,-2.015e+09,2.692e+09,0,0,2.968e+11,6.798e+09,1.155e+10,7.587e+09,0,0,1.394e+11,7.620e+09,1.757e+10,3.673e+09,0,0,2.478e+10,4.909e+09,8.037e+09,6.580e+08,0,0,2587602.8,191665.58,3
dk95,5.408e+11,5.153e+11,2.550e+10,3.101e+10,3.031e+10,2.179e+10,5.721e+08,4.437e+10,6.638e+09,1.431e+09,8.411e+09,6.595e+09,87021704,3.235e+11,5.236e+09,1.640e+10,1.522e+10,4.584e+09,2.908e+08,1.475e+11,1.362e+10,1.318e+10,6.677e+09,1.061e+10,1.943e+08,2.440e+10,9.939e+09,3.716e+09,1.099e+09,8.038e+09,27409958,2419377,223547.57,4
ee00,1.842e+09,1.823e+09,19041010,1.219e+08,32717966,0,19041010,1.771e+08,2250443.5,12054244,11565976,0,2250443.5,1.008e+09,2550537.5,68604880,14728113,0,2550537.5,6.386e+08,14240030,41274728,6423878.5,0,14240030,1.409e+08,10241498,11982874,1307259.9,0,10241498,591023.5,3117.2971,5
ee04,3.225e+09,3.205e+09,20160704,95601008,0,10896194,4874231.5,2.843e+08,2045016.3,13090032,0,1489226.6,501009.97,1.784e+09,7793878,42592388,0,2771576.3,3326764,1.137e+09,10321809,39918588,0,6635391.5,1046457.6,2.410e+08,2903338.5,10167425,0,1414760.4,159228.73,559436.06,5773.7185,6
ee07,5.680e+09,5.620e+09,60354580,80939984,1.283e+09,49212608,8089823.5,6.738e+08,5352745.5,23245856,5.104e+08,3096148.5,1523960.4,3.228e+09,14695476,26203824,5.630e+08,8654339,4335002.5,1.718e+09,40306356,31490304,2.098e+08,37462120,2230860.8,3.206e+08,23054832,20842386,33166062,21655064,1333657.6,583991.13,9726.8766,7
ee10,5.399e+09,5.344e+09,55236516,98314120,6.377e+08,33593160,13985891,5.034e+08,3843698.8,27384158,2.550e+08,1436710.4,1678365.1,3.097e+09,30119764,58421196,2.793e+08,18842472,7051846.5,1.744e+09,21273054,12508763,1.034e+08,13313977,5255679.5,3.300e+08,8237964,585347.69,18774392,6575897.5,656229.94,585242.31,9225.4167,8
ee13,6.941e+09,7.218e+09,88138016,1.684e+08,5.620e+08,33453774,60648548,8.498e+08,7749982,11271417,2.341e+08,1180645.8,12533637,3.958e+09,30850868,83736968,2.344e+08,6584102.5,24266766,2.410e+09,49537168,73343456,93494768,25689026,23848144,4.668e+08,18683314,28241398,17544786,17016226,1667087.6,582070.19,12173.271,9
es00,2.193e+11,2.122e+11,7.222e+09,4.497e+10,0,4.820e+09,2.421e+09,2.080e+10,2.134e+09,3.494e+09,0,1.540e+09,6.117e+08,1.210e+11,2.461e+09,2.083e+10,0,1.608e+09,8.529e+08,7.044e+10,2.628e+09,2.065e+10,0,1.672e+09,9.560e+08,1.605e+10,1.392e+09,8.291e+09,0,8.990e+08,4.935e+08,14226772,15965.18,5
es04,2.565e+11,2.493e+11,7.226e+09,2.565e+10,7.375e+10,3.064e+09,4.162e+09,3.363e+10,1.596e+09,5.798e+09,3.151e+10,6.201e+08,9.761e+08,1.452e+11,2.291e+09,1.213e+10,3.164e+10,7.180e+08,1.573e+09,7.045e+10,3.338e+09,7.721e+09,1.060e+10,1.725e+09,1.613e+09,1.273e+10,1.536e+09,3.313e+09,1.632e+09,8.954e+08,6.410e+08,15141301,16942.044,6
es07,4.074e+11,3.953e+11,1.208e+10,3.924e+10,8.595e+10,4.234e+09,7.851e+09,5.368e+10,3.302e+09,7.292e+09,4.011e+10,1.374e+09,1.928e+09,2.274e+11,4.749e+09,2.133e+10,3.583e+10,1.636e+09,3.112e+09,1.143e+11,4.034e+09,1.062e+10,1.001e+10,1.224e+09,2.810e+09,2.075e+10,1.154e+09,4.189e+09,1.346e+09,2.511e+08,9.032e+08,16580451,24570.449,7
es10,3.683e+11,3.587e+11,9.526e+09,3.498e+10,8.781e+10,3.580e+09,5.945e+09,3.179e+10,2.098e+09,3.020e+09,4.090e+10,8.423e+08,1.256e+09,2.121e+11,4.152e+09,1.416e+10,3.678e+10,1.354e+09,2.799e+09,1.148e+11,3.275e+09,1.780e+10,1.013e+10,1.384e+09,1.891e+09,1.995e+10,7.343e+08,3.164e+09,1.270e+09,3.619e+08,3.724e+08,17279166,21311.996,8
es13,4.020e+11,3.762e+11,2.580e+10,3.760e+10,8.493e+10,1.734e+10,8.462e+09,2.827e+10,7.266e+09,3.993e+09,4.060e+10,5.248e+09,2.018e+09,2.155e+11,1.056e+10,2.042e+10,3.454e+10,7.013e+09,3.546e+09,1.325e+11,7.978e+09,1.319e+10,9.787e+09,5.081e+09,2.897e+09,2.596e+10,2.416e+09,2.853e+09,1.320e+09,1.614e+09,8.028e+08,18266464,22007.103,9
es80,3.178e+10,3.112e+10,6.611e+08,6.206e+09,0,0,0,5.444e+09,1.221e+08,1.509e+09,0,0,0,1.727e+10,1.434e+08,2.973e+09,0,0,0,8.408e+09,3.957e+08,1.724e+09,0,0,0,1.596e+09,3.041e+08,5.697e+08,0,0,0,9779941,3254.1492,1
es85,5.358e+10,5.236e+10,1.212e+09,9.943e+09,1.073e+10,0,0,8.521e+09,3.967e+08,2.134e+09,3.879e+09,0,0,2.893e+10,3.314e+08,5.376e+09,4.818e+09,0,0,1.492e+10,4.844e+08,2.433e+09,2.029e+09,0,0,2.903e+09,2.925e+08,6.762e+08,4.104e+08,0,0,10461066,5121.4204,2
es90,9.519e+10,9.352e+10,1.664e+09,1.776e+10,2.287e+10,0,0,1.416e+10,5.589e+08,2.744e+09,9.066e+09,0,0,5.305e+10,4.229e+08,9.776e+09,9.976e+09,0,0,2.631e+10,6.819e+08,5.237e+09,3.827e+09,0,0,5.276e+09,3.507e+08,1.109e+09,6.943e+08,0,0,11297006,8425.7878,3
es95,1.496e+11,1.438e+11,5.839e+09,2.736e+10,0,0,0,1.279e+10,1.510e+09,2.713e+09,0,0,0,8.340e+10,2.005e+09,1.405e+10,0,0,0,4.760e+10,2.324e+09,1.061e+10,0,0,0,9.937e+09,8.806e+08,3.798e+09,0,0,0,12790003,11791.728,4
fi00,5.907e+10,5.490e+10,4.170e+09,5.137e+09,5.205e+09,3.298e+09,7.471e+08,5.212e+09,4.738e+08,5.631e+08,2.172e+09,3.031e+08,1.547e+08,3.331e+10,8.761e+08,2.448e+09,2.168e+09,5.708e+08,2.666e+08,1.638e+10,2.820e+09,2.126e+09,8.646e+08,2.424e+09,3.258e+08,2.861e+09,1.911e+09,6.192e+08,1.429e+08,1.747e+09,1.174e+08,2373000,24893.263,5
fi04,7.023e+10,6.362e+10,6.606e+09,5.296e+09,6.567e+09,5.633e+09,8.444e+08,5.822e+09,5.933e+08,6.033e+08,2.656e+09,3.903e+08,1.853e+08,3.903e+10,1.061e+09,2.763e+09,2.784e+09,7.272e+08,3.002e+08,1.877e+10,4.952e+09,1.929e+09,1.127e+09,4.516e+09,3.589e+08,3.045e+09,3.485e+09,4.029e+08,1.744e+08,3.325e+09,1.309e+08,2414999.5,29079.949,6
fi07,7.942e+10,7.415e+10,5.271e+09,6.462e+09,9.838e+09,4.080e+09,1.047e+09,6.870e+09,7.507e+08,6.893e+08,3.544e+09,5.343e+08,2.014e+08,4.450e+10,1.243e+09,3.119e+09,4.433e+09,8.583e+08,3.159e+08,2.278e+10,3.276e+09,2.654e+09,1.861e+09,2.687e+09,5.301e+08,3.977e+09,2.092e+09,7.851e+08,2.810e+08,1.724e+09,3.356e+08,2483499.5,31980.791,7
fi10,8.460e+10,7.895e+10,5.648e+09,5.962e+09,1.152e+10,4.245e+09,1.258e+09,6.301e+09,7.555e+08,6.725e+08,4.254e+09,4.715e+08,2.570e+08,4.819e+10,1.430e+09,3.365e+09,5.144e+09,9.071e+08,4.727e+08,2.446e+10,3.462e+09,1.925e+09,2.118e+09,2.866e+09,5.283e+08,4.082e+09,2.366e+09,5.536e+08,3.405e+08,2.043e+09,3.022e+08,2550999.5,33162.875,8
fi13,9.253e+10,8.649e+10,6.047e+09,6.158e+09,1.365e+10,4.454e+09,1.347e+09,6.015e+09,8.273e+08,7.688e+08,5.018e+09,5.175e+08,2.863e+08,5.278e+10,1.610e+09,3.312e+09,6.065e+09,9.822e+08,5.292e+08,2.769e+10,3.610e+09,2.078e+09,2.563e+09,2.955e+09,5.318e+08,4.894e+09,2.124e+09,4.301e+08,4.107e+08,1.846e+09,2.137e+08,2622499.5,35284.173,9
fi87,3.440e+10,3.357e+10,8.235e+08,3.391e+09,1.499e+09,0,0,4.909e+09,2.450e+08,4.705e+08,6.694e+08,0,0,1.970e+10,2.895e+08,1.697e+09,6.192e+08,0,0,8.965e+09,2.890e+08,1.223e+09,2.107e+08,0,0,1.640e+09,1.125e+08,3.969e+08,32573672,0,0,2082257.5,16519.117,2
fi91,4.575e+10,4.395e+10,1.802e+09,4.306e+09,2.976e+09,0,0,5.705e+09,5.514e+08,5.365e+08,1.395e+09,0,0,2.621e+10,6.336e+08,2.149e+09,1.158e+09,0,0,1.203e+10,6.166e+08,1.621e+09,4.240e+08,0,0,2.122e+09,2.085e+08,5.320e+08,68877840,0,0,2200190.3,20794.513,3
fi95,4.316e+10,4.122e+10,1.940e+09,4.629e+09,3.433e+09,0,0,3.190e+09,3.890e+08,5.312e+08,1.589e+09,0,0,2.540e+10,4.685e+08,2.262e+09,1.274e+09,0,0,1.262e+10,1.083e+09,1.836e+09,5.693e+08,0,0,2.141e+09,6.631e+08,4.920e+08,82931600,0,0,2290100,18845.253,4
fr00,4.630e+11,4.331e+11,2.990e+10,4.068e+10,8.700e+10,1.644e+10,1.346e+10,4.016e+10,9.266e+09,3.055e+09,3.924e+10,6.114e+09,3.152e+09,2.533e+11,1.039e+10,1.438e+10,3.543e+10,5.909e+09,4.481e+09,1.396e+11,1.025e+10,2.325e+10,1.233e+10,4.414e+09,5.831e+09,2.913e+10,3.764e+09,9.235e+09,1.831e+09,9.703e+08,2.794e+09,24522572,18879.303,5
fr05,4.998e+11,4.636e+11,3.620e+10,3.601e+10,9.338e+10,2.413e+10,1.208e+10,4.015e+10,1.113e+10,3.518e+09,4.015e+10,8.166e+09,2.966e+09,2.762e+11,1.253e+10,1.387e+10,3.861e+10,8.342e+09,4.191e+09,1.473e+11,1.254e+10,1.862e+10,1.462e+10,7.622e+09,4.919e+09,3.041e+10,3.950e+09,7.970e+09,2.050e+09,2.178e+09,1.771e+09,24918384,20059.432,6
fr10,6.601e+11,6.248e+11,3.532e+10,5.480e+10,1.745e+11,1.745e+10,1.787e+10,4.777e+10,1.087e+10,1.860e+09,7.161e+10,7.290e+09,3.578e+09,3.587e+11,1.443e+10,1.515e+10,7.131e+10,6.602e+09,7.828e+09,2.183e+11,1.002e+10,3.779e+10,3.157e+10,3.561e+09,6.461e+09,5.623e+10,2.362e+09,2.193e+10,4.982e+09,6.821e+08,1.680e+09,28524272,23141.801,8
fr78,1.286e+11,1.254e+11,3.174e+09,1.419e+10,0,0,2.037e+09,1.154e+10,9.201e+08,1.516e+09,0,0,6.734e+08,7.311e+10,1.132e+09,5.793e+09,0,0,6.957e+08,4.077e+10,1.121e+09,6.885e+09,0,0,6.677e+08,9.777e+09,3.883e+08,3.336e+09,0,0,2.137e+08,18864648,6816.5621,0
fr84,2.565e+11,2.478e+11,8.800e+09,1.836e+10,0,0,0,2.167e+10,2.822e+09,2.858e+09,0,0,0,1.364e+11,3.076e+09,7.731e+09,0,0,0,8.971e+10,2.901e+09,7.771e+09,0,0,0,2.959e+10,8.582e+08,1.949e+09,0,0,0,20325672,12979.014,2
fr89,2.930e+11,2.793e+11,1.381e+10,3.078e+10,0,0,0,2.326e+10,3.440e+09,3.146e+09,0,0,0,1.652e+11,4.566e+09,1.201e+10,0,0,0,9.089e+10,5.801e+09,1.562e+10,0,0,0,1.925e+10,2.632e+09,6.698e+09,0,0,0,21201890,14303.157,3
fr94,4.074e+11,3.768e+11,3.068e+10,4.848e+10,0,0,0,3.272e+10,9.648e+09,3.377e+09,0,0,0,2.179e+11,1.133e+10,1.729e+10,0,0,0,1.262e+11,9.706e+09,2.781e+10,0,0,0,2.899e+10,3.227e+09,1.196e+10,0,0,0,23155000,17596.504,4
gr00,4.206e+10,3.944e+10,2.620e+09,1.286e+10,0,5.398e+08,2.094e+09,3.539e+09,6.664e+08,1.666e+09,0,1.412e+08,5.384e+08,2.317e+10,1.086e+09,6.846e+09,0,1.940e+08,8.924e+08,1.273e+10,8.675e+08,4.348e+09,0,2.046e+08,6.629e+08,2.638e+09,2.634e+08,1.716e+09,0,84486128,1.789e+08,3800249.8,11108.683,5
gr04,6.078e+10,5.706e+10,3.717e+09,1.863e+10,1.347e+10,1.624e+08,3.555e+09,6.226e+09,8.406e+08,2.046e+09,5.546e+09,39067324,8.015e+08,3.278e+10,1.562e+09,8.642e+09,5.821e+09,44337176,1.518e+09,1.806e+10,1.314e+09,7.939e+09,2.105e+09,79007120,1.235e+09,3.856e+09,2.787e+08,2.588e+09,3.713e+08,25675980,2.530e+08,3995523,15211.841,6
gr07,9.327e+10,8.785e+10,5.419e+09,2.653e+10,1.530e+10,7.412e+08,4.678e+09,8.959e+09,1.021e+09,3.115e+09,6.486e+09,72393800,9.488e+08,4.918e+10,2.206e+09,1.265e+10,6.518e+09,1.683e+08,2.038e+09,2.971e+10,2.192e+09,1.077e+10,2.292e+09,5.004e+08,1.691e+09,7.157e+09,5.875e+08,4.396e+09,3.661e+08,2.655e+08,3.220e+08,4072175,22903.234,7
gr10,8.277e+10,7.810e+10,4.672e+09,2.331e+10,1.616e+10,4.059e+08,4.266e+09,6.278e+09,9.001e+08,2.220e+09,6.956e+09,70029048,8.301e+08,4.415e+10,1.781e+09,1.088e+10,6.698e+09,1.153e+08,1.666e+09,2.767e+10,1.990e+09,1.021e+10,2.506e+09,2.205e+08,1.770e+09,6.452e+09,5.554e+08,4.074e+09,4.679e+08,1.035e+08,4.519e+08,4154528,19937.067,8
gr13,5.667e+10,5.358e+10,3.118e+09,1.711e+10,1.391e+10,3.717e+08,2.747e+09,2.481e+09,7.491e+08,1.061e+09,6.527e+09,71128456,6.779e+08,3.029e+10,1.305e+09,8.457e+09,5.439e+09,1.206e+08,1.184e+09,2.081e+10,1.064e+09,7.594e+09,1.944e+09,1.799e+08,8.845e+08,5.369e+09,2.112e+08,3.166e+09,3.376e+08,85847864,1.253e+08,4266745,13287.779,9
gr95,2.893e+10,2.666e+10,2.303e+09,9.822e+09,0,0,0,2.546e+09,4.462e+08,1.347e+09,0,0,0,1.559e+10,1.032e+09,5.045e+09,0,0,0,8.524e+09,8.242e+08,3.430e+09,0,0,0,1.811e+09,2.233e+08,1.242e+09,0,0,0,3780737.3,7709.6198,4
hu05,4.632e+12,4.584e+12,4.768e+10,9.349e+11,0,1.200e+10,3.568e+10,2.683e+11,4.887e+09,1.264e+10,0,1.644e+09,3.243e+09,2.657e+12,1.643e+10,2.901e+11,0,1.176e+09,1.525e+10,1.659e+12,2.636e+10,6.322e+11,0,9.175e+09,1.719e+10,3.770e+11,1.336e+10,2.207e+11,0,7.653e+09,5.710e+09,3943282.5,1191839,6
hu07,4.945e+12,4.923e+12,2.300e+10,6.748e+11,0,2.147e+09,2.085e+10,3.326e+11,7.781e+09,2.150e+10,0,2.053e+08,7.576e+09,2.854e+12,8.233e+09,2.039e+11,0,1.752e+09,6.481e+09,1.737e+12,6.988e+09,4.494e+11,0,1.897e+08,6.798e+09,3.989e+11,3.949e+09,2.224e+11,0,0,3.949e+09,4018048,1265554.2,7
hu09,5.122e+12,5.093e+12,2.877e+10,7.842e+11,0,5.812e+09,2.296e+10,2.589e+11,2.637e+09,1.801e+10,0,8.827e+08,1.754e+09,3.020e+12,2.795e+09,2.747e+11,0,1.948e+08,2.600e+09,1.814e+12,2.334e+10,4.915e+11,0,4.734e+09,1.860e+10,3.530e+11,1.280e+10,1.718e+11,0,3.235e+09,9.562e+09,4048910.5,1290936.7,8
hu12,6.084e+12,6.057e+12,2.656e+10,7.876e+11,0,2.289e+09,2.427e+10,2.824e+11,7.262e+09,2.106e+10,0,5.424e+08,6.719e+09,3.652e+12,9.920e+09,3.126e+11,0,8.994e+08,9.020e+09,2.122e+12,9.382e+09,4.539e+11,0,8.475e+08,8.535e+09,4.832e+11,6.592e+08,2.137e+11,0,0,6.592e+08,4077407,1515303.7,9
hu15,8.449e+12,8.398e+12,5.172e+10,1.416e+12,0,2.842e+10,2.330e+10,8.148e+11,1.095e+10,3.734e+10,0,4.617e+09,6.335e+09,4.881e+12,1.712e+10,4.511e+11,0,8.720e+09,8.398e+09,2.702e+12,2.365e+10,9.280e+11,0,1.509e+10,8.563e+09,5.638e+11,3.528e+09,3.437e+11,0,3.528e+09,0,4187258.8,2019496.2,10
hu91,7.762e+11,7.700e+11,6.215e+09,3.286e+10,0,0,0,8.359e+10,6.525e+08,3.835e+09,0,0,0,4.366e+11,3.172e+09,1.439e+10,0,0,0,2.498e+11,2.391e+09,1.464e+10,0,0,0,5.733e+10,3.329e+08,3.847e+09,0,0,0,3584710,216527.4,3
hu94,1.167e+12,1.155e+12,1.153e+10,4.777e+10,0,0,0,7.628e+10,1.456e+09,5.431e+09,0,0,0,6.504e+11,3.233e+09,1.678e+10,0,0,0,4.288e+11,6.836e+09,2.556e+10,0,0,0,9.810e+10,1.699e+09,5.581e+09,0,0,0,3794899.8,308228.97,4
hu99,2.423e+12,2.347e+12,7.693e+10,3.842e+11,0,5.839e+10,1.854e+10,1.492e+11,1.775e+10,2.691e+10,0,1.377e+10,3.978e+09,1.360e+12,2.793e+10,1.656e+11,0,2.120e+10,6.728e+09,8.375e+11,3.126e+10,1.917e+11,0,2.343e+10,7.834e+09,1.905e+11,5.582e+09,5.400e+10,0,5.047e+09,5.348e+08,3898576.3,628073.65,5
it00,3.254e+11,2.958e+11,2.965e+10,7.909e+10,4.854e+10,2.204e+10,7.609e+09,3.221e+10,5.302e+09,7.619e+09,1.849e+10,4.226e+09,1.075e+09,1.749e+11,1.000e+10,3.703e+10,2.080e+10,7.466e+09,2.535e+09,8.863e+10,1.434e+10,3.443e+10,9.239e+09,1.035e+10,3.999e+09,1.875e+10,5.356e+09,1.176e+10,2.030e+09,4.244e+09,1.112e+09,20848180,15610.677,5
it04,3.785e+11,3.630e+11,1.548e+10,9.923e+10,1.243e+11,8.139e+09,7.346e+09,3.635e+10,3.875e+09,6.690e+09,5.274e+10,2.761e+09,1.114e+09,2.051e+11,5.694e+09,3.782e+10,5.146e+10,2.880e+09,2.814e+09,1.215e+11,5.916e+09,5.472e+10,2.011e+10,2.498e+09,3.418e+09,3.305e+10,2.114e+09,2.665e+10,3.389e+09,7.631e+08,1.351e+09,22125650,17106.091,6
it08,4.245e+11,4.000e+11,2.459e+10,9.711e+10,1.473e+11,1.525e+10,9.336e+09,4.150e+10,5.700e+09,6.441e+09,6.182e+10,4.157e+09,1.543e+09,2.338e+11,8.939e+09,4.137e+10,6.047e+10,5.729e+09,3.211e+09,1.246e+11,9.950e+09,4.930e+10,2.504e+10,5.368e+09,4.582e+09,2.766e+10,3.275e+09,1.518e+10,4.770e+09,1.827e+09,1.448e+09,23412170,18133.467,7
it10,4.211e+11,4.042e+11,1.696e+10,9.771e+10,1.620e+11,6.994e+09,9.967e+09,3.847e+10,4.182e+09,7.539e+09,6.741e+10,2.095e+09,2.087e+09,2.407e+11,4.943e+09,4.147e+10,6.408e+10,2.047e+09,2.896e+09,1.250e+11,7.836e+09,4.870e+10,3.046e+10,2.852e+09,4.984e+09,2.611e+10,2.590e+09,1.557e+10,4.952e+09,9.207e+08,1.669e+09,23611100,17836.216,8
it14,4.050e+11,3.891e+11,1.593e+10,8.634e+10,1.468e+11,8.304e+09,7.623e+09,3.036e+10,4.685e+09,6.259e+09,6.432e+10,2.840e+09,1.845e+09,2.308e+11,5.617e+09,3.657e+10,5.832e+10,2.726e+09,2.891e+09,1.279e+11,5.625e+09,4.351e+10,2.420e+10,2.739e+09,2.887e+09,2.821e+10,2.180e+09,1.832e+10,4.517e+09,1.146e+09,1.034e+09,24572496,16481.886,9
it86,1.717e+11,1.618e+11,9.887e+09,4.425e+10,2.535e+10,0,0,2.524e+10,1.738e+09,5.461e+09,8.986e+09,0,0,9.274e+10,3.753e+09,2.051e+10,1.049e+10,0,0,4.378e+10,4.396e+09,1.828e+10,5.878e+09,0,0,9.476e+09,1.264e+09,6.890e+09,1.192e+09,0,0,20375790,8424.3689,2
it87,1.808e+11,1.671e+11,1.368e+10,4.951e+10,3.121e+10,0,0,2.184e+10,2.567e+09,4.500e+09,1.156e+10,0,0,9.583e+10,5.653e+09,2.289e+10,1.312e+10,0,0,4.940e+10,5.465e+09,2.212e+10,6.529e+09,0,0,9.652e+09,1.381e+09,6.408e+09,1.437e+09,0,0,18723584,9653.7074,2
